FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,68688.00,68688
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,65640.00,65640
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,B 10,1,03A7,Administrative Assistant,Annual,1,1,50424.00,50424
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,X 33,20,0369,Assistant Director - Finance,Annual,1,1,133524.00,133524
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,BX 10,10,0307,Administrative Assistant II - Excluded,Annual,1,1,71580.00,71580
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,GY 10,10,0167,Manager of Revenue Collections,Annual,1,1,103176.00,103176
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,GY 10,20,0145,Manager of Compliance Analysis,Annual,1,1,126672.00,126672
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,22526.00,22526
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,X 32,9,9684,Deputy Director,Annual,1,1,163068.00,163068
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 06,53,7404,Traffic Enforcement Technician,Annual,1,1,57612.00,57612
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 06,53,7404,Traffic Enforcement Technician,Annual,1,1,52476.00,52476
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 06,53,7404,Traffic Enforcement Technician,Annual,2,1,45204.00,90408
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 06,53,7404,Traffic Enforcement Technician,Annual,1,1,43164.00,43164
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 06,53,7404,Traffic Enforcement Technician,Annual,22,1,41232.00,907104
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 06,53,7404,Traffic Enforcement Technician,Annual,13,1,39384.00,511992
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 08,53,7403,Supervising Traffic Enforcement Technician,Annual,1,1,51960.00,51960
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 08,53,7403,Supervising Traffic Enforcement Technician,Annual,1,1,49584.00,49584
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,U 08,53,7403,Supervising Traffic Enforcement Technician,Annual,2,1,43164.00,86328
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,BX 13,10,7401,Customer Services Supervisor,Annual,1,1,56172.00,56172
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,BX 18,10,3092,Program Director,Annual,1,1,90660.00,90660
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,BX 15,10,1911,Project Coordinator-Excluded,Annual,1,1,95952.00,95952
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,65640.00,65640
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,B 10,1,03A7,Administrative Assistant,Annual,1,1,62604.00,62604
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,B 10,1,03A7,Administrative Assistant,Annual,2,1,50424.00,100848
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,B 10,1,03A7,Administrative Assistant,Annual,1,1,87516.00,87516
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,B 13,1,0308,Staff Assistant,Annual,1,1,82716.00,82716
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,BX 16,10,0275,Assistant Manager of Collections,Annual,1,1,91584.00,91584
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,B 11,1,0109,Accounting Technician,Annual,1,1,55344.00,55344
LOCAL,27,Department of Finance,0100,Corporate Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4204,Citation Administration,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,47400.00,47400
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3005,Executive,0,,1 00,9,9928,City Treasurer,Annual,1,1,171426.00,171426
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3005,Executive,0,,PX 02,9,0705,Director of Public Affairs,Annual,1,1,108060.00,108060
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3005,Executive,0,,3 00,10,0340,Assistant to the City Treasurer,Annual,1,1,103488.00,103488
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3010,Portfolio Management,0,,X 23,9,9676,Assistant City Treasurer,Annual,3,1,121212.00,363636
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3010,Portfolio Management,0,,3 00,10,0340,Assistant to the City Treasurer,Annual,3,1,84000.00,252000
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3010,Portfolio Management,0,,3 00,10,0340,Assistant to the City Treasurer,Annual,1,1,81552.00,81552
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3010,Portfolio Management,0,,3 00,10,0340,Assistant to the City Treasurer,Annual,2,1,72000.00,144000
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3010,Portfolio Management,0,,3 00,0,0242,Portfolio Manager,Annual,1,1,86520.00,86520
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3010,Portfolio Management,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,8862.00,8862
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3015,Financial Reporting,0,,X 22,9,9673,Deputy City Treasurer,Annual,1,1,138324.00,138324
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3015,Financial Reporting,0,,3 00,10,0340,Assistant to the City Treasurer,Annual,1,1,75000.00,75000
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3015,Financial Reporting,0,,G 09,4,0194,Auditor IV,Annual,1,1,150252.00,150252
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3015,Financial Reporting,0,,X 23,0,0119,Director of Finance,Annual,1,1,107628.00,107628
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3015,Financial Reporting,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7245.00,7245
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3020,Administration,0,,3 00,9,9733,First Deputy City Treasurer,Annual,1,1,178932.00,178932
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3020,Administration,0,,X 23,9,9676,Assistant City Treasurer,Annual,1,1,142740.00,142740
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3020,Administration,0,,X 23,9,9676,Assistant City Treasurer,Annual,1,1,121212.00,121212
LOCAL,28,City Treasurer's Office,0100,Corporate Fund,1005,City Treasurer's Office,2005,City Treasurer's Office,3020,Administration,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,5047.00,5047
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4006,Administration,1 00,9,9930,Director of Administrative Hearings,Annual,1,1,186156.00,186156
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4006,Administration,X 22,9,9818,Deputy Director of Administrative Adjudication,Annual,1,1,158976.00,158976
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4006,Administration,BX 15,10,1911,Project Coordinator-Excluded,Annual,1,1,67656.00,67656
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4006,Administration,BX 16,10,0802,Executive Administrative Assistant II,Annual,1,1,86520.00,86520
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4006,Administration,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7589.00,7589
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4010,Support Services,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,100596.00,100596
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4010,Support Services,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,60720.00,60720
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4010,Support Services,B 10,1,03A7,Administrative Assistant,Annual,1,1,87516.00,87516
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4010,Support Services,B 10,1,03A7,Administrative Assistant,Annual,1,1,69360.00,69360
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4010,Support Services,B 10,1,03A7,Administrative Assistant,Annual,1,1,51972.00,51972
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4010,Support Services,B 13,1,0308,Staff Assistant,Annual,1,1,115632.00,115632
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3005,Office of the Director,4010,Support Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4141.00,4141
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3010,Finance and Administration,4015,Financial/Personnel/Payroll Management,BX 15,10,1911,Project Coordinator-Excluded,Annual,1,1,67656.00,67656
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3010,Finance and Administration,4015,Financial/Personnel/Payroll Management,BX 16,10,1315,Human Resources Business Partner,Annual,1,1,115488.00,115488
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3010,Finance and Administration,4015,Financial/Personnel/Payroll Management,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1608.00,1608
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4025,Customer Services,X 23,9,9819,Manager of Administrative Adjudication,Annual,1,1,129168.00,129168
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4025,Customer Services,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,60720.00,60720
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4025,Customer Services,B 10,1,03A7,Administrative Assistant,Annual,1,1,87516.00,87516
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4025,Customer Services,B 10,1,03A7,Administrative Assistant,Annual,1,1,50424.00,50424
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4025,Customer Services,B 13,1,0308,Staff Assistant,Annual,1,1,91704.00,91704
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4025,Customer Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7417.00,7417
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4100,Building Hearings Division,X 23,0,1660,Senior Administrative Law Officer,Annual,1,1,129168.00,129168
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4100,Building Hearings Division,B 10,1,03A7,Administrative Assistant,Annual,1,1,87516.00,87516
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4100,Building Hearings Division,B 10,1,03A7,Administrative Assistant,Annual,1,1,72732.00,72732
LOCAL,30,Department of Administrative Hearings,0100,Corporate Fund,1005,Department of Administrative Hearings,2005,Department of Administrative Hearings,3015,Operational Services,4100,Building Hearings Division,B 10,1,03A7,Administrative Assistant,Annual,1,1,51972.00,51972
